Ticker:,Buy Date:,Seg:,1D inc:,1W inc:,1M inc:,1Y inc:,1W runup:,1M runup:
$LMND,        01/22/2021,        L,        -1.64%,       -5.37%,       -10.58%,       NaN,        3.89%,       14.16%
$MSFT,        01/22/2021,        D,        1.58%,       2.66%,       3.79%,       NaN,        6.25%,       2.23%
$NVDA,        01/22/2021,        L,        -0.43%,       -5.27%,       4.69%,       NaN,        6.63%,       5.41%
$PYPL,        01/22/2021,        D,        -1.69%,       -7.02%,       8.67%,       NaN,        5.09%,       5.25%
$SBUX,        01/22/2021,        D,        -0.44%,       -6.83%,       -2.02%,       NaN,        1.54%,       1.81%
$SWKS,        01/22/2021,        D,        2.73%,       4.95%,       14.05%,       NaN,        6.1%,       6.99%
$TSLA,        01/22/2021,        D,        4.03%,       -6.27%,       -15.61%,       NaN,        2.48%,       31.06%
$AAPL,        01/21/2021,        D,        1.61%,       0.16%,       -7.94%,       NaN,        6.17%,       3.78%
$AAXN,        01/21/2021,        I,        4.75%,       0.88%,       4.59%,       NaN,        8.62%,       26.49%
$CNC,        01/21/2021,        L,        -1.98%,       -3.16%,       -7.12%,       NaN,        -3.51%,       8.06%
$COST,        01/21/2021,        D,        -0.14%,       -1.58%,       -3.47%,       NaN,        0.12%,       0.21%
$DRI,        01/21/2021,        D,        -2.38%,       -4.95%,       8.03%,       NaN,        1.51%,       4.45%
$F,        01/21/2021,        D,        -0.09%,       -7.03%,       1.47%,       NaN,        13.37%,       31.17%
$GDRX,        01/21/2021,        L,        4.12%,       12.92%,       16.2%,       NaN,        -3.48%,       -11.59%
$HD,        01/21/2021,        D,        1.77%,       -0.36%,       -1.15%,       NaN,        3.99%,       3.34%
$HPQ,        01/21/2021,        D,        -0.35%,       -1.93%,       6.94%,       NaN,        -1.01%,       4.97%
$KMX,        01/21/2021,        D,        -1.37%,       0.83%,       -0.76%,       NaN,        13.11%,       30.28%
$LOW,        01/21/2021,        D,        0.03%,       0.0%,       0.04%,       NaN,        1.14%,       4.7%
$PPG,        01/21/2021,        D,        -3.98%,       -3.06%,       -6.33%,       NaN,        -5.42%,       -0.81%
$SBUX,        01/21/2021,        D,        -0.64%,       -6.15%,       -2.65%,       NaN,        2.71%,       2.12%
$SHW,        01/21/2021,        D,        -0.57%,       -3.3%,       -3.76%,       NaN,        2.44%,       -0.1%
$SSPK,        01/21/2021,        I,        -7.27%,       -23.85%,       6.29%,       NaN,        36.17%,       95.77%
$TGT,        01/21/2021,        D,        0.33%,       -4.02%,       -1.19%,       NaN,        -3.4%,       10.98%
$TREX,        01/21/2021,        D,        3.12%,       -3.38%,       5.25%,       NaN,        3.49%,       10.65%
$TSLA,        01/21/2021,        L,        0.2%,       -1.13%,       -15.44%,       NaN,        -0.0%,       31.96%
$WMT,        01/21/2021,        D,        1.02%,       -0.76%,       -4.94%,       NaN,        -1.44%,       0.45%
$AAPL,        01/20/2021,        F,        3.67%,       7.6%,       -1.64%,       NaN,        0.87%,       2.96%
$BFT,        01/20/2021,        L,        10.13%,       -14.77%,       -0.46%,       NaN,        6.98%,       17.88%
$CNC,        01/20/2021,        D,        0.53%,       -6.41%,       -7.13%,       NaN,        -6.15%,       6.36%
$CVS,        01/20/2021,        D,        -1.55%,       -3.76%,       -6.42%,       NaN,        0.44%,       9.52%
$DIS,        01/20/2021,        D,        -1.36%,       -6.11%,       5.76%,       NaN,        -1.41%,       1.73%
$GRTS,        01/20/2021,        I,        0.24%,       -32.13%,       -42.49%,       NaN,        341.77%,       654.14%
$MS,        01/20/2021,        D,        -0.19%,       -8.58%,       1.55%,       NaN,        -0.95%,       10.33%
$NFLX,        01/20/2021,        D,        -1.11%,       -10.75%,       -7.87%,       NaN,        15.47%,       10.86%
$PANW,        01/20/2021,        D,        -1.33%,       -9.55%,       7.11%,       NaN,        1.3%,       4.08%
$PLTR,        01/20/2021,        L,        -1.37%,       48.06%,       10.1%,       NaN,        3.29%,       -7.61%
$REGI,        01/20/2021,        I,        6.34%,       5.75%,       6.23%,       NaN,        7.1%,       17.72%
$TSLA,        01/20/2021,        D,        -0.64%,       1.61%,       -8.13%,       NaN,        -0.46%,       30.87%
$TTD,        01/20/2021,        D,        0.25%,       -6.74%,       11.39%,       NaN,        3.25%,       -13.31%
$ZM,        01/20/2021,        D,        0.0%,       -3.15%,       9.0%,       NaN,        4.98%,       -6.4%
$AAPL,        01/19/2021,        D,        3.29%,       11.99%,       1.47%,       NaN,        -0.75%,       0.92%
$BAC,        01/19/2021,        D,        -1.31%,       -5.58%,       4.33%,       NaN,        -2.64%,       14.3%
$CGC,        01/19/2021,        L,        0.21%,       5.84%,       9.21%,       NaN,        8.54%,       29.23%
$CIIC,        01/19/2021,        L,        0.0%,       -3.44%,       -6.46%,       NaN,        7.31%,       -1.0%
$DD,        01/19/2021,        D,        -0.2%,       -5.48%,       -18.49%,       NaN,        -2.2%,       18.41%
$DIS,        01/19/2021,        D,        0.8%,       -1.57%,       6.23%,       NaN,        -2.12%,       -0.36%
$DKNG,        01/19/2021,        L,        3.68%,       5.4%,       13.63%,       NaN,        -3.93%,       -4.84%
$GS,        01/19/2021,        D,        -1.27%,       -4.23%,       5.34%,       NaN,        -2.65%,       21.5%
$JPM,        01/19/2021,        D,        -1.5%,       -4.68%,       5.47%,       NaN,        -1.55%,       15.92%
$LOGI,        01/19/2021,        I,        2.73%,       4.98%,       18.48%,       NaN,        -4.12%,       3.04%
$NFLX,        01/19/2021,        D,        16.85%,       11.99%,       9.26%,       NaN,        1.52%,       -6.11%
$NKE,        01/19/2021,        D,        2.53%,       -2.99%,       4.18%,       NaN,        -3.98%,       1.45%
$PENN,        01/19/2021,        L,        5.51%,       -0.92%,       15.18%,       NaN,        -5.22%,       9.22%
$PPG,        01/19/2021,        D,        -0.34%,       -2.78%,       -6.03%,       NaN,        -4.12%,       -0.27%
$PVH,        01/19/2021,        D,        1.96%,       -5.96%,       -6.4%,       NaN,        -10.54%,       2.16%
$RL,        01/19/2021,        D,        -0.62%,       -0.17%,       3.49%,       NaN,        -6.34%,       5.97%
$AAPL,        01/15/2021,        D,        0.54%,       9.38%,       4.76%,       NaN,        -3.72%,       -0.52%
$BA,        01/15/2021,        L,        3.13%,       0.74%,       6.29%,       NaN,        -2.66%,       -9.54%
$CCI,        01/15/2021,        D,        1.36%,       1.06%,       3.0%,       NaN,        2.07%,       2.03%
$CSX,        01/15/2021,        D,        -0.81%,       -6.19%,       -2.86%,       NaN,        -2.53%,       4.85%
$F,        01/15/2021,        L,        1.93%,       17.19%,       17.4%,       NaN,        9.22%,       8.74%
$GM,        01/15/2021,        L,        9.75%,       10.87%,       6.98%,       NaN,        16.05%,       20.64%
$GS,        01/15/2021,        D,        -2.26%,       -3.86%,       3.64%,       NaN,        3.77%,       23.48%
$INSG,        01/15/2021,        D,        23.51%,       37.04%,       23.94%,       NaN,        -6.43%,       -3.22%
$MRVL,        01/15/2021,        D,        5.99%,       3.64%,       4.27%,       NaN,        3.44%,       12.05%
$MS,        01/15/2021,        D,        -0.33%,       -1.48%,       1.08%,       NaN,        -0.01%,       17.14%
$PG,        01/15/2021,        D,        -0.88%,       -3.55%,       -5.09%,       NaN,        -2.89%,       -1.81%
$QCOM,        01/15/2021,        D,        4.25%,       3.39%,       -6.32%,       NaN,        0.29%,       4.91%
$ROKU,        01/15/2021,        D,        6.33%,       3.56%,       15.04%,       NaN,        2.3%,       25.31%
$SPGI,        01/15/2021,        L,        2.35%,       3.0%,       10.58%,       NaN,        -6.39%,       -4.65%
$SURF,        01/15/2021,        L,        9.11%,       8.21%,       -10.49%,       NaN,        14.95%,       23.49%
$SWKS,        01/15/2021,        D,        6.18%,       6.1%,       27.72%,       NaN,        -7.02%,       3.02%
$TMUS,        01/15/2021,        D,        2.02%,       2.42%,       -4.15%,       NaN,        -5.76%,       -1.95%
$TSLA,        01/15/2021,        L,        2.23%,       2.48%,       -3.62%,       NaN,        -6.12%,       32.66%
$TSM,        01/15/2021,        D,        4.85%,       3.12%,       11.83%,       NaN,        5.51%,       19.04%
$UNH,        01/15/2021,        D,        0.25%,       -1.07%,       -7.59%,       NaN,        -3.33%,       3.52%
$UPST,        01/15/2021,        I,        -3.07%,       15.13%,       64.79%,       NaN,        6.2%,       90.02%
$CRM,        01/14/2021,        L,        -1.14%,       3.05%,       15.3%,       NaN,        -1.09%,       -2.07%
$CSCO,        01/14/2021,        I,        0.62%,       -0.09%,       3.01%,       NaN,        0.42%,       0.96%
$HON,        01/14/2021,        I,        -1.27%,       -1.62%,       -2.48%,       NaN,        -1.88%,       -2.6%
$NGA,        01/14/2021,        D,        2.23%,       -13.86%,       -27.85%,       NaN,        38.71%,       132.6%
$PEP,        01/14/2021,        D,        -0.26%,       -1.52%,       -5.21%,       NaN,        -0.5%,       -2.08%
$PLUG,        01/14/2021,        L,        -9.62%,       -4.28%,       -11.33%,       NaN,        40.71%,       133.72%
$RMO,        01/14/2021,        L,        0.36%,       -9.77%,       -27.23%,       NaN,        5.31%,       --%
$SIG,        01/14/2021,        I,        -4.9%,       -14.5%,       9.33%,       NaN,        17.65%,       52.9%
$AMD,        01/13/2021,        F,        -1.08%,       -3.3%,       2.17%,       NaN,        1.61%,       -3.17%
$CCIV,        01/13/2021,        L,        3.83%,       8.01%,       139.11%,       NaN,        67.03%,       67.54%
$CSCO,        01/13/2021,        L,        -0.46%,       -0.04%,       4.25%,       NaN,        2.16%,       2.53%
$KMI,        01/13/2021,        L,        2.16%,       1.83%,       -3.07%,       NaN,        6.62%,       6.99%
$MRNA,        01/13/2021,        F,        4.56%,       0.87%,       48.11%,       NaN,        6.71%,       -20.0%
$PLUG,        01/13/2021,        F,        -4.26%,       -10.07%,       -9.08%,       NaN,        98.57%,       170.43%
$TGTX,        01/13/2021,        I,        -3.58%,       -5.48%,       -9.68%,       NaN,        1.39%,       21.35%
$ZTS,        01/13/2021,        I,        -0.61%,       0.87%,       2.94%,       NaN,        -3.11%,       1.54%
$AAPL,        01/12/2021,        L,        1.62%,       -0.75%,       4.91%,       NaN,        -1.69%,       5.22%
$F,        01/12/2021,        L,        0.0%,       2.45%,       17.08%,       NaN,        13.06%,       8.43%
$FCAU,        01/12/2021,        L,        -0.34%,       -5.59%,       -10.23%,       NaN,        -3.04%,       7.52%
$GM,        01/12/2021,        L,        1.9%,       14.68%,       11.88%,       NaN,        14.79%,       14.07%
$KAR,        01/12/2021,        I,        -7.37%,       -12.82%,       -6.99%,       NaN,        10.2%,       10.67%
$LLY,        01/12/2021,        D,        3.75%,       11.01%,       13.3%,       NaN,        7.5%,       11.72%
$MDT,        01/12/2021,        D,        1.22%,       0.87%,       1.22%,       NaN,        0.29%,       4.37%
$MSTR,        01/12/2021,        L,        0.98%,       15.16%,       96.39%,       NaN,        19.97%,       79.85%
$PACB,        01/12/2021,        L,        3.34%,       20.94%,       53.88%,       NaN,        18.67%,       57.16%
$BA,        01/11/2021,        D,        0.78%,       1.9%,       2.48%,       NaN,        2.01%,       -10.22%
$BBY,        01/11/2021,        D,        3.55%,       0.76%,       7.25%,       NaN,        10.24%,       10.12%
$BLUE,        01/11/2021,        L,        3.83%,       -1.77%,       -7.7%,       NaN,        12.85%,       18.7%
$BMY,        01/11/2021,        I,        0.71%,       2.72%,       -7.65%,       NaN,        5.85%,       7.0%
$EBS,        01/11/2021,        I,        4.54%,       8.07%,       21.27%,       NaN,        6.22%,       18.18%
$F,        01/11/2021,        D,        5.16%,       7.74%,       26.45%,       NaN,        9.15%,       3.1%
$GE,        01/11/2021,        L,        2.88%,       -0.17%,       -0.44%,       NaN,        9.36%,       2.6%
$HD,        01/11/2021,        D,        1.88%,       0.72%,       2.75%,       NaN,        2.77%,       2.53%
$LOW,        01/11/2021,        D,        1.61%,       2.67%,       6.57%,       NaN,        3.7%,       5.39%
$MDT,        01/11/2021,        I,        -1.02%,       -0.16%,       -0.89%,       NaN,        2.14%,       5.45%
$SBUX,        01/11/2021,        L,        -1.7%,       -1.97%,       1.21%,       NaN,        1.45%,       1.55%
$TSLA,        01/11/2021,        F,        4.72%,       4.11%,       -0.79%,       NaN,        11.16%,       32.98%
$UBER,        01/11/2021,        L,        7.24%,       3.13%,       15.74%,       NaN,        6.75%,       3.72%
$ABBV,        01/08/2021,        D,        1.63%,       3.03%,       -0.4%,       NaN,        0.11%,       -1.29%
$AMD,        01/08/2021,        D,        2.82%,       -6.74%,       -3.29%,       NaN,        3.13%,       5.29%
$BABA,        01/08/2021,        L,        -3.73%,       3.08%,       11.18%,       NaN,        1.49%,       -10.47%
$BMY,        01/08/2021,        D,        3.97%,       6.48%,       -3.62%,       NaN,        0.74%,       2.58%
$CVS,        01/08/2021,        D,        1.62%,       1.87%,       -2.51%,       NaN,        9.6%,       1.81%
$EBS,        01/08/2021,        D,        1.71%,       9.32%,       26.97%,       NaN,        8.52%,       19.83%
$JNJ,        01/08/2021,        D,        -0.42%,       0.16%,       3.05%,       NaN,        1.69%,       4.53%
$JPM,        01/08/2021,        D,        1.49%,       1.93%,       3.03%,       NaN,        7.04%,       12.37%
$KBH,        01/08/2021,        D,        2.03%,       8.23%,       36.44%,       NaN,        -1.43%,       -3.22%
$MRNA,        01/08/2021,        D,        4.0%,       14.99%,       64.95%,       NaN,        7.93%,       -28.0%
$MSFT,        01/08/2021,        D,        -0.97%,       -3.17%,       10.4%,       NaN,        -1.26%,       3.69%
$MU,        01/08/2021,        I,        1.61%,       4.26%,       8.51%,       NaN,        2.98%,       8.42%
